,fx,fy,fz,x,y,z,x_shear,y_shear
49,0.35740491,0.3925073,-3.54268056,0.0,0.0,2.2,0.0,0.5
50,0.37926177,0.48034538,-3.52683016,0.0,0.0,2.2,0.0,0.8
51,0.46643501,1.3381033,-3.84572518,0.0,0.0,2.2,0.0,1.1
52,0.89167614,0.44091447,-3.68012859,0.0,0.0,2.2,0.2,0.0
53,1.65178052,0.53552058,-3.97338191,0.0,0.0,2.2,0.5,0.0
54,2.40452374,0.5901951,-4.26848332,0.0,0.0,2.2,0.8,0.0
55,3.09599958,0.61845165,-4.4841226,0.0,0.0,2.2,1.1,0.0
56,0.44309621,0.5097176,-4.50385864,0.0,0.0,2.3,0.0,0.0
57,0.45077303,0.50548669,-4.44614746,0.0,0.0,2.3,0.0,0.2
58,0.45703771,0.50330095,-4.41038155,0.0,0.0,2.3,0.0,0.5
59,0.48373003,0.62391101,-4.39350666,0.0,0.0,2.3,0.0,0.8
60,0.5768205,1.52923737,-4.73750784,0.0,0.0,2.3,0.0,1.1
61,1.00951342,0.5632167,-4.55640324,0.0,0.0,2.3,0.2,0.0
62,1.81660189,0.65879094,-4.85849557,0.0,0.0,2.3,0.5,0.0
63,2.60686798,0.75478637,-5.23114526,0.0,0.0,2.3,0.8,0.0
64,3.36535714,0.80721936,-5.51543451,0.0,0.0,2.3,1.1,0.0
65,0.54051197,0.64763014,-5.49097403,0.0,0.0,2.4,0.0,0.0
66,0.54833576,0.64175959,-5.41923316,0.0,0.0,2.4,0.0,0.2
67,0.55306441,0.63944508,-5.38171871,0.0,0.0,2.4,0.0,0.5
68,0.57622655,0.72554936,-5.34231706,0.0,0.0,2.4,0.0,0.8
69,0.68963293,1.66265838,-5.73441086,0.0,0.0,2.4,0.0,1.1
70,1.12740867,0.69533058,-5.51856132,0.0,0.0,2.4,0.2,0.0
71,1.98218461,0.80115118,-5.81944148,0.0,0.0,2.4,0.5,0.0
72,2.81237061,0.91603172,-6.20735758,0.0,0.0,2.4,0.8,0.0
73,3.59054322,1.00518811,-6.58973956,0.0,0.0,2.4,1.1,0.0
74,0.6397689,0.78951627,-6.53867984,0.0,0.0,2.5,0.0,0.0
75,0.64532236,0.7826572,-6.46695081,0.0,0.0,2.5,0.0,0.2
76,0.65114578,0.7780137,-6.42253608,0.0,0.0,2.5,0.0,0.5
77,0.67469204,0.85720612,-6.39590548,0.0,0.0,2.5,0.0,0.8
78,0.79466113,1.83023851,-6.85187731,0.0,0.0,2.5,0.0,1.1
79,1.24072176,0.83991688,-6.55426937,0.0,0.0,2.5,0.2,0.0
80,2.14127941,0.95480788,-6.88450794,0.0,0.0,2.5,0.5,0.0
81,3.01843161,1.07565568,-7.30837739,0.0,0.0,2.5,0.8,0.0
82,3.81137849,1.20490562,-7.72474791,0.0,0.0,2.5,1.1,0.0
83,0.72350126,0.94214838,-7.66572986,0.0,0.0,2.6,0.0,0.0
84,0.72953348,0.93216604,-7.59011861,0.0,0.0,2.6,0.0,0.2
85,0.73364061,0.92581895,-7.5431631,0.0,0.0,2.6,0.0,0.5
86,0.7630271,1.06942983,-7.53832848,0.0,0.0,2.6,0.0,0.8
87,0.87798164,2.09357446,-8.0675961,0.0,0.0,2.6,0.0,1.1
88,1.35324455,1.00242445,-7.73064178,0.0,0.0,2.6,0.2,0.0
89,2.30204586,1.1214751,-8.06606944,0.0,0.0,2.6,0.5,0.0
90,3.22117218,1.24801388,-8.49310808,0.0,0.0,2.6,0.8,0.0
91,4.06394357,1.39496578,-8.91032667,0.0,0.0,2.6,1.1,0.0
92,0.81856266,1.11466898,-8.9422483,0.0,0.0,2.7,0.0,0.0
93,0.8205968,1.10446401,-8.8519363,0.0,0.0,2.7,0.0,0.2
94,0.82303799,1.09845162,-8.80605859,0.0,0.0,2.7,0.0,0.5
95,0.84884302,1.2160269,-8.79027471,0.0,0.0,2.7,0.0,0.8
96,0.95960445,2.28202156,-9.39287299,0.0,0.0,2.7,0.0,1.1
97,1.46230558,1.17504769,-9.01269619,0.0,0.0,2.7,0.2,0.0
98,2.45822501,1.29812898,-9.34830296,0.0,0.0,2.7,0.5,0.0
99,3.42240909,1.4379016,-9.76724448,0.0,0.0,2.7,0.8,0.0
100,4.30604179,1.59020654,-10.17089355,0.0,0.0,2.7,1.1,0.0
101,0.01815861,0.02254215,0.04648339,0.0,4.0,0.0,0.0,0.0
102,0.10862195,0.08448488,-1.27058486,0.0,4.0,1.7,0.0,0.0
103,0.14485081,0.52390364,-1.32565022,0.0,4.0,1.7,0.0,0.2
104,0.18579601,1.05231141,-1.42230032,0.0,4.0,1.7,0.0,0.5
105,0.19055692,1.38007286,-1.51802675,0.0,4.0,1.7,0.0,0.8
106,0.17075786,1.43646328,-1.62112664,0.0,4.0,1.7,0.0,1.1
107,0.59868541,0.12574694,-1.37878623,0.0,4.0,1.7,0.2,0.0
108,1.17550925,0.14758158,-1.52115976,0.0,4.0,1.7,0.5,0.0
109,1.5876606,0.13153988,-1.63371236,0.0,4.0,1.7,0.8,0.0
110,1.68258123,0.12559544,-1.76313907,0.0,4.0,1.7,1.1,0.0
111,0.22164784,0.15440028,-2.21867664,0.0,4.0,1.8,0.0,0.0
112,0.28593193,0.69022769,-2.30042468,0.0,4.0,1.8,0.0,0.2
113,0.34534869,1.39257324,-2.45070482,0.0,4.0,1.8,0.0,0.5
114,0.41311831,2.00955035,-2.62644258,0.0,4.0,1.8,0.0,0.8
115,0.43120224,2.56581566,-2.8970393,0.0,4.0,1.8,0.0,1.1
116,0.78889565,0.21717276,-2.335444,0.0,4.0,1.8,0.2,0.0
117,1.53557899,0.27069738,-2.58803981,0.0,4.0,1.8,0.5,0.0
118,2.23144099,0.2735665,-2.81720022,0.0,4.0,1.8,0.8,0.0
119,2.73834561,0.24938638,-2.91534318,0.0,4.0,1.8,1.1,0.0
120,0.36498633,0.25493442,-3.39702971,0.0,4.0,1.9,0.0,0.0
121,0.44104902,0.87057602,-3.49460996,0.0,4.0,1.9,0.0,0.2
122,0.54454696,1.70506299,-3.70445229,0.0,4.0,1.9,0.0,0.5
123,0.61096289,2.53406269,-4.0055191,0.0,4.0,1.9,0.0,0.8
124,0.61622941,3.28645716,-4.43374101,0.0,4.0,1.9,0.0,1.1
125,1.00256014,0.32728871,-3.51505714,0.0,4.0,1.9,0.2,0.0
126,1.87196967,0.41677782,-3.88157819,0.0,4.0,1.9,0.5,0.0
127,2.73139161,0.45806766,-4.26044796,0.0,4.0,1.9,0.8,0.0
128,3.48176061,0.44768022,-4.44034964,0.0,4.0,1.9,1.1,0.0
129,0.49246001,0.34673454,-4.4392735,0.0,4.0,2.0,0.0,0.0
130,0.57783391,1.01134859,-4.53545274,0.0,4.0,2.0,0.0,0.2
131,0.69084329,1.93732146,-4.78736112,0.0,4.0,2.0,0.0,0.5
132,0.72981904,2.880733,-5.08584364,0.0,4.0,2.0,0.0,0.8
133,0.74537194,3.75369553,-5.55330754,0.0,4.0,2.0,0.0,1.1
134,1.1690737,0.4362392,-4.55991785,0.0,4.0,2.0,0.2,0.0
135,2.12373315,0.53290431,-4.9343304,0.0,4.0,2.0,0.5,0.0
136,3.02059777,0.60701345,-5.31912146,0.0,4.0,2.0,0.8,0.0
137,3.89439896,0.61962678,-5.58473542,0.0,4.0,2.0,1.1,0.0
138,0.63103277,0.4639429,-5.69130355,0.0,4.0,2.1,0.0,0.0
139,0.73579919,1.1648485,-5.78758836,0.0,4.0,2.1,0.0,0.2
140,0.83004235,2.22583808,-6.13400221,0.0,4.0,2.1,0.0,0.5
141,0.88027313,3.29020824,-6.59086746,0.0,4.0,2.1,0.0,0.8
142,0.92493668,4.30478765,-7.17647812,0.0,4.0,2.1,0.0,1.1
143,1.34508551,0.55161607,-5.75805659,0.0,4.0,2.1,0.2,0.0
144,2.38463141,0.66719974,-6.1960617,0.0,4.0,2.1,0.5,0.0
145,3.38096454,0.78260486,-6.73198005,0.0,4.0,2.1,0.8,0.0
146,4.33360629,0.86546261,-7.25332883,0.0,4.0,2.1,1.1,0.0
147,0.7801809,0.59933673,-7.15270458,0.0,4.0,2.2,0.0,0.0
148,0.88761261,1.34883633,-7.27756628,0.0,4.0,2.2,0.0,0.2
149,0.97013517,2.53251196,-7.71619668,0.0,4.0,2.2,0.0,0.5
150,1.02460369,3.70731485,-8.20870333,0.0,4.0,2.2,0.0,0.8
151,1.08285247,4.80174874,-8.85905308,0.0,4.0,2.2,0.0,1.1
152,1.52044085,0.70083602,-7.22202816,0.0,4.0,2.2,0.2,0.0
153,2.64193615,0.83529644,-7.64749251,0.0,4.0,2.2,0.5,0.0
154,3.71220216,0.96672326,-8.21150081,0.0,4.0,2.2,0.8,0.0
155,4.72173353,1.10313478,-8.88803428,0.0,4.0,2.2,1.1,0.0
156,0.91472878,0.76310387,-8.75404639,0.0,4.0,2.3,0.0,0.0
157,1.00224513,1.5741625,-8.96528767,0.0,4.0,2.3,0.0,0.2
158,1.08870594,2.83519509,-9.47528065,0.0,4.0,2.3,0.0,0.5
159,1.16400525,4.09760858,-10.02552534,0.0,4.0,2.3,0.0,0.8
160,1.23018104,5.27159526,-10.66018037,0.0,4.0,2.3,0.0,1.1
161,1.69381965,0.85596891,-8.85363535,0.0,4.0,2.3,0.2,0.0
162,2.89357153,1.00169288,-9.33519531,0.0,4.0,2.3,0.5,0.0
163,4.04919109,1.14762478,-9.96694113,0.0,4.0,2.3,0.8,0.0
164,5.10873668,1.30048982,-10.6316814,0.0,4.0,2.3,1.1,0.0
165,1.05489677,0.9340558,-10.63140706,0.0,4.0,2.4,0.0,0.0
166,1.12946041,1.8090907,-10.89861504,0.0,4.0,2.4,0.0,0.2
167,1.21976935,3.12447495,-11.45293799,0.0,4.0,2.4,0.0,0.5
168,1.29737438,4.44627191,-12.04330871,0.0,4.0,2.4,0.0,0.8
169,1.38076026,5.69609266,-12.69850546,0.0,4.0,2.4,0.0,1.1
170,1.86182505,1.03479215,-10.71641616,0.0,4.0,2.4,0.2,0.0
171,3.12265306,1.17986707,-11.19221568,0.0,4.0,2.4,0.5,0.0
172,4.33859628,1.33238108,-11.77706604,0.0,4.0,2.4,0.8,0.0
173,5.44534465,1.4866136,-12.38650563,0.0,4.0,2.4,1.1,0.0
174,1.17721702,1.14206686,-12.49986526,0.0,4.0,2.5,0.0,0.0
175,1.24418031,2.05412256,-12.78032941,0.0,4.0,2.5,0.0,0.2
176,1.34221361,3.39914377,-13.36167241,0.0,4.0,2.5,0.0,0.5
177,1.43028102,4.7688895,-13.97752394,0.0,4.0,2.5,0.0,0.8
178,1.51525589,6.07031815,-14.67072718,0.0,4.0,2.5,0.0,1.1
179,2.00989386,1.24842434,-12.57986998,0.0,4.0,2.5,0.2,0.0
180,3.32090249,1.3698501,-12.99737899,0.0,4.0,2.5,0.5,0.0
181,4.57722365,1.52431941,-13.51402776,0.0,4.0,2.5,0.8,0.0
182,5.75304353,1.68952638,-14.13599208,0.0,4.0,2.5,1.1,0.0
183,1.31663541,1.38050264,-14.54513008,0.0,4.0,2.6,0.0,0.0
184,1.39036121,2.31748554,-14.8473275,0.0,4.0,2.6,0.0,0.2
185,1.48797811,3.69366305,-15.46681873,0.0,4.0,2.6,0.0,0.5
186,1.58493977,5.09491163,-16.10357019,0.0,4.0,2.6,0.0,0.8
187,1.67598071,6.45453845,-16.82513236,0.0,4.0,2.6,0.0,1.1
188,2.15833511,1.49886322,-14.61714096,0.0,4.0,2.6,0.2,0.0
189,3.509745,1.60094754,-15.00922206,0.0,4.0,2.6,0.5,0.0
190,4.81959285,1.74027918,-15.4982143,0.0,4.0,2.6,0.8,0.0
191,6.04434893,1.90727098,-16.06537474,0.0,4.0,2.6,1.1,0.0
192,1.44652619,1.62420195,-16.59314826,0.0,4.0,2.7,0.0,0.0
193,1.51430001,2.57251361,-16.90456224,0.0,4.0,2.7,0.0,0.2
194,1.62084629,3.98624026,-17.55376522,0.0,4.0,2.7,0.0,0.5
195,1.72054975,5.41375344,-18.21500136,0.0,4.0,2.7,0.0,0.8
196,1.81181087,6.80796607,-18.9503168,0.0,4.0,2.7,0.0,1.1
197,2.31159631,1.75007909,-16.65857622,0.0,4.0,2.7,0.2,0.0
198,3.68951744,1.84722226,-17.03643842,0.0,4.0,2.7,0.5,0.0
199,5.03996623,1.96614102,-17.49870595,0.0,4.0,2.7,0.8,0.0
200,6.32710356,2.1332505,-18.06122886,0.0,4.0,2.7,1.1,0.0
201,0.03148628,0.05510861,0.10246264,0.0,8.0,0.0,0.0,0.0
202,0.20857102,0.10467576,-2.07303618,0.0,8.0,1.7,0.0,0.0
203,0.2680025,0.6967821,-2.08182686,0.0,8.0,1.7,0.0,0.2
204,0.32206571,1.40537442,-2.13182821,0.0,8.0,1.7,0.0,0.5
205,0.27942574,1.86147515,-2.20867856,0.0,8.0,1.7,0.0,0.8
206,0.20534941,1.97420258,-2.28028547,0.0,8.0,1.7,0.0,1.1
207,0.8919925,0.17256008,-2.2560088,0.0,8.0,1.7,0.2,0.0
208,1.73234613,0.22601478,-2.57104745,0.0,8.0,1.7,0.5,0.0
209,2.47503421,0.2543265,-2.93542429,0.0,8.0,1.7,0.8,0.0
210,3.06576598,0.21726293,-3.06685116,0.0,8.0,1.7,1.1,0.0
211,0.40409307,0.17137333,-3.51256041,0.0,8.0,1.8,0.0,0.0
212,0.49310796,0.87285722,-3.52483992,0.0,8.0,1.8,0.0,0.2
213,0.5623346,1.81477942,-3.68151952,0.0,8.0,1.8,0.0,0.5
214,0.55716961,2.66133556,-3.92533298,0.0,8.0,1.8,0.0,0.8
215,0.51057898,3.3619521,-4.2185997,0.0,8.0,1.8,0.0,1.1
216,1.18131449,0.25651618,-3.72220199,0.0,8.0,1.8,0.2,0.0
217,2.20102709,0.34471539,-4.17983101,0.0,8.0,1.8,0.5,0.0
218,3.16252996,0.41263696,-4.74973361,0.0,8.0,1.8,0.8,0.0
219,4.03519201,0.39039322,-4.9435291,0.0,8.0,1.8,1.1,0.0
220,0.57469981,0.24199458,-4.81757308,0.0,8.0,1.9,0.0,0.0
221,0.66626041,1.01344577,-4.77870126,0.0,8.0,1.9,0.0,0.2
222,0.71446076,2.13133978,-5.03679103,0.0,8.0,1.9,0.0,0.5
223,0.71936704,3.12458928,-5.34930064,0.0,8.0,1.9,0.0,0.8
224,0.69687311,4.0209642,-5.77844207,0.0,8.0,1.9,0.0,1.1
225,1.38810053,0.34480916,-4.92308768,0.0,8.0,1.9,0.2,0.0
226,2.52333735,0.44703564,-5.45033915,0.0,8.0,1.9,0.5,0.0
227,3.60031461,0.54160622,-6.13283461,0.0,8.0,1.9,0.8,0.0
228,4.6405095,0.57494612,-6.59536336,0.0,8.0,1.9,1.1,0.0
229,0.77919691,0.35062845,-6.60328926,0.0,8.0,2.0,0.0,0.0
230,0.85759249,1.23521516,-6.6686769,0.0,8.0,2.0,0.0,0.2
231,0.90540143,2.52511852,-7.03163802,0.0,8.0,2.0,0.0,0.5
232,0.92247136,3.68977042,-7.43451502,0.0,8.0,2.0,0.0,0.8
233,0.91678577,4.7313959,-7.94132553,0.0,8.0,2.0,0.0,1.1
234,1.66031368,0.46290905,-6.76866437,0.0,8.0,2.0,0.2,0.0
235,2.93914281,0.59844755,-7.30719583,0.0,8.0,2.0,0.5,0.0
236,4.13630079,0.7150008,-8.05211846,0.0,8.0,2.0,0.8,0.0
237,5.27151031,0.84051748,-8.91693743,0.0,8.0,2.0,1.1,0.0
238,0.97221582,0.50265511,-8.65540156,0.0,8.0,2.1,0.0,0.0
239,1.03145387,1.50043884,-8.78343022,0.0,8.0,2.1,0.0,0.2
240,1.08527165,2.90721275,-9.17923646,0.0,8.0,2.1,0.0,0.5
241,1.11410361,4.19434312,-9.62227931,0.0,8.0,2.1,0.0,0.8
242,1.11793069,5.3685646,-10.18579757,0.0,8.0,2.1,0.0,1.1
243,1.91273832,0.61991646,-8.78905969,0.0,8.0,2.1,0.2,0.0
244,3.31256359,0.76140223,-9.31403251,0.0,8.0,2.1,0.5,0.0
245,4.63026741,0.90770509,-10.10174808,0.0,8.0,2.1,0.8,0.0
246,5.82850802,1.06153874,-10.99578107,0.0,8.0,2.1,1.1,0.0
247,1.13078618,0.71753657,-10.84436164,0.0,8.0,2.2,0.0,0.0
248,1.19020653,1.7774502,-11.00428928,0.0,8.0,2.2,0.0,0.2
249,1.25420251,3.27132045,-11.46428406,0.0,8.0,2.2,0.0,0.5
250,1.29623121,4.6518389,-11.90783256,0.0,8.0,2.2,0.0,0.8
251,1.3189201,5.92855365,-12.47240736,0.0,8.0,2.2,0.0,1.1
252,2.12468421,0.8318848,-11.00838452,0.0,8.0,2.2,0.2,0.0
253,3.66616439,0.9457701,-11.56742225,0.0,8.0,2.2,0.5,0.0
254,5.09403969,1.08527118,-12.35934315,0.0,8.0,2.2,0.8,0.0
255,6.38777225,1.23525528,-13.24579316,0.0,8.0,2.2,1.1,0.0
256,1.30455293,0.95159052,-13.56842132,0.0,8.0,2.3,0.0,0.0
257,1.35905002,2.05070178,-13.7356599,0.0,8.0,2.3,0.0,0.2
258,1.43318261,3.62598516,-14.18808632,0.0,8.0,2.3,0.0,0.5
259,1.49324488,5.10997658,-14.61036958,0.0,8.0,2.3,0.0,0.8
260,1.53186597,6.48726318,-15.08408847,0.0,8.0,2.3,0.0,1.1
261,2.33756377,1.06498774,-13.72252485,0.0,8.0,2.3,0.2,0.0
262,3.95957146,1.13422531,-14.1950186,0.0,8.0,2.3,0.5,0.0
263,5.50798379,1.2650618,-14.87094956,0.0,8.0,2.3,0.8,0.0
264,6.91239613,1.41473736,-15.67899853,0.0,8.0,2.3,1.1,0.0
265,1.47563083,1.18873028,-16.23821407,0.0,8.0,2.4,0.0,0.0
266,1.53566157,2.3105106,-16.37257456,0.0,8.0,2.4,0.0,0.2
267,1.61211875,3.93405098,-16.84007956,0.0,8.0,2.4,0.0,0.5
268,1.68454587,5.50409907,-17.29095146,0.0,8.0,2.4,0.0,0.8
269,1.72837238,6.95338628,-17.73464164,0.0,8.0,2.4,0.0,1.1
270,2.53980181,1.30420558,-16.39141652,0.0,8.0,2.4,0.2,0.0
271,4.21983949,1.37788108,-16.8708251,0.0,8.0,2.4,0.5,0.0
272,5.86375793,1.46972002,-17.4271708,0.0,8.0,2.4,0.8,0.0
273,7.39559882,1.63163674,-18.23120124,0.0,8.0,2.4,1.1,0.0
274,1.64911136,1.42279979,-18.94713608,0.0,8.0,2.5,0.0,0.0
275,1.70585034,2.56399305,-19.0638749,0.0,8.0,2.5,0.0,0.2
276,1.79143549,4.23549173,-19.53656135,0.0,8.0,2.5,0.0,0.5
277,1.8725902,5.87976326,-20.04598567,0.0,8.0,2.5,0.0,0.8
278,1.92737043,7.40045324,-20.52708978,0.0,8.0,2.5,0.0,1.1
279,2.73043443,1.54443538,-19.05480801,0.0,8.0,2.5,0.2,0.0
280,4.45909211,1.6274014,-19.50897736,0.0,8.0,2.5,0.5,0.0
281,6.16751927,1.71996684,-20.10846699,0.0,8.0,2.5,0.8,0.0
282,7.78076702,1.83121546,-20.73644458,0.0,8.0,2.5,1.1,0.0
283,1.83947901,1.67170316,-21.85209241,0.0,8.0,2.6,0.0,0.0
284,1.90326442,2.84002116,-21.97510648,0.0,8.0,2.6,0.0,0.2
285,1.99252288,4.55674634,-22.50571432,0.0,8.0,2.6,0.0,0.5
286,2.08618413,6.27132566,-23.06631567,0.0,8.0,2.6,0.0,0.8
287,2.15287203,7.88380702,-23.60217648,0.0,8.0,2.6,0.0,1.1
288,2.93659594,1.8081883,-21.92301391,0.0,8.0,2.6,0.2,0.0
289,4.71276797,1.89472068,-22.37720936,0.0,8.0,2.6,0.5,0.0
290,6.46324661,1.99994041,-22.99610455,0.0,8.0,2.6,0.8,0.0
291,8.16876933,2.10689036,-23.66866036,0.0,8.0,2.6,1.1,0.0
292,2.04898908,1.93106792,-24.71341608,0.0,8.0,2.7,0.0,0.0
293,2.11474659,3.13125266,-24.86024681,0.0,8.0,2.7,0.0,0.2
294,2.20669604,4.88627024,-25.43222868,0.0,8.0,2.7,0.0,0.5
295,2.29970225,6.63363103,-26.01479849,0.0,8.0,2.7,0.0,0.8
296,2.37672157,8.29457822,-26.56718261,0.0,8.0,2.7,0.0,1.1
297,3.1451633,2.07854621,-24.79247449,0.0,8.0,2.7,0.2,0.0
298,4.96694381,2.18167166,-25.30057011,0.0,8.0,2.7,0.5,0.0
299,6.77381369,2.29946227,-25.9909188,0.0,8.0,2.7,0.8,0.0
300,8.52298789,2.38328583,-26.69991518,0.0,8.0,2.7,1.1,0.0
301,0.06059154,0.08111036,0.15463946,0.0,12.0,0.0,0.0,0.0
302,0.2839275,0.0953383,-2.34149485,0.0,12.0,1.7,0.0,0.0
303,0.35168108,0.76937136,-2.30226446,0.0,12.0,1.7,0.0,0.2
304,0.36523728,1.62001082,-2.36953247,0.0,12.0,1.7,0.0,0.5
305,0.33026663,2.18171166,-2.52180056,0.0,12.0,1.7,0.0,0.8
306,0.25684256,2.33208308,-2.656734,0.0,12.0,1.7,0.0,1.1
307,1.11494077,0.16831817,-2.63295683,0.0,12.0,1.7,0.2,0.0
308,2.14197289,0.23516734,-3.10826502,0.0,12.0,1.7,0.5,0.0
309,3.09625664,0.28515048,-3.73992112,0.0,12.0,1.7,0.8,0.0
310,3.91127934,0.24697936,-3.93569464,0.0,12.0,1.7,1.1,0.0
311,0.5319664,0.14747396,-4.16450082,0.0,12.0,1.8,0.0,0.0
312,0.61717251,0.96578035,-4.14207508,0.0,12.0,1.8,0.0,0.2
313,0.63224413,2.10884722,-4.35617796,0.0,12.0,1.8,0.0,0.5
314,0.63390246,3.10326193,-4.69896947,0.0,12.0,1.8,0.0,0.8
315,0.60443791,3.8947732,-5.12469434,0.0,12.0,1.8,0.0,1.1
316,1.46176221,0.25406052,-4.45886916,0.0,12.0,1.8,0.2,0.0
317,2.68618038,0.3441189,-5.06312607,0.0,12.0,1.8,0.5,0.0
318,3.76233933,0.39855858,-5.59237856,0.0,12.0,1.8,0.8,0.0
319,4.82001971,0.40613245,-5.92244872,0.0,12.0,1.8,1.1,0.0
320,0.74126134,0.20808878,-5.74348867,0.0,12.0,1.9,0.0,0.0
321,0.79394708,1.1525307,-5.78619278,0.0,12.0,1.9,0.0,0.2
322,0.82671614,2.46785493,-6.09759056,0.0,12.0,1.9,0.0,0.5
323,0.83010636,3.60873474,-6.4943951,0.0,12.0,1.9,0.0,0.8
324,0.81774461,4.55900429,-7.08461188,0.0,12.0,1.9,0.0,1.1
325,1.7333572,0.3207536,-5.99673006,0.0,12.0,1.9,0.2,0.0
326,3.0922416,0.44158878,-6.68919816,0.0,12.0,1.9,0.5,0.0
327,4.3638561,0.53025608,-7.62153012,0.0,12.0,1.9,0.8,0.0
328,5.61682109,0.63128818,-8.47182474,0.0,12.0,1.9,1.1,0.0
329,0.96668471,0.35267112,-8.18508766,0.0,12.0,2.0,0.0,0.0
330,1.01155573,1.42713426,-8.26711328,0.0,12.0,2.0,0.0,0.2
331,1.0514993,2.9243146,-8.6314451,0.0,12.0,2.0,0.0,0.5
332,1.06574141,4.2058882,-9.08340527,0.0,12.0,2.0,0.0,0.8
333,1.0824979,5.33273772,-9.78857566,0.0,12.0,2.0,0.0,1.1
334,2.04982112,0.45184544,-8.37325036,0.0,12.0,2.0,0.2,0.0
335,3.60194947,0.58650538,-9.01387143,0.0,12.0,2.0,0.5,0.0
336,5.02286082,0.7052289,-10.00459642,0.0,12.0,2.0,0.8,0.0
337,6.33232566,0.79316818,-11.12016496,0.0,12.0,2.0,1.1,0.0
338,1.16571061,0.56301062,-10.91901832,0.0,12.0,2.1,0.0,0.0
339,1.21924972,1.72589291,-10.99287426,0.0,12.0,2.1,0.0,0.2
