,fx,fy,fz,x,y,z,x_shear,y_shear
48,0.49278178,0.80317534,-2.82673204,0.0,0.0,1.8,0.0,0.2
49,0.66446346,1.60424395,-3.10939668,0.0,0.0,1.8,0.0,0.5
50,0.85401137,2.39601438,-3.47576349,0.0,0.0,1.8,0.0,0.8
51,1.03350818,3.14960061,-3.94257137,0.0,0.0,1.8,0.0,1.1
52,0.91986576,0.37018149,-2.85383247,0.0,0.0,1.8,0.2,0.0
53,1.68499988,0.53155997,-3.23153189,0.0,0.0,1.8,0.5,0.0
54,2.46490992,0.70221234,-3.69983117,0.0,0.0,1.8,0.8,0.0
55,3.29633477,0.87920937,-4.23513524,0.0,0.0,1.8,1.1,0.0
56,0.48294176,0.36173323,-3.53174572,0.0,0.0,1.9,0.0,0.0
57,0.62550174,0.93653661,-3.66393243,0.0,0.0,1.9,0.0,0.2
58,0.8278689,1.79000266,-3.99901921,0.0,0.0,1.9,0.0,0.5
59,1.02566964,2.66084131,-4.42346733,0.0,0.0,1.9,0.0,0.8
60,1.19491919,3.48050347,-4.80484876,0.0,0.0,1.9,0.0,1.1
61,1.07653843,0.4738591,-3.68546059,0.0,0.0,1.9,0.2,0.0
62,1.90625094,0.65858666,-4.1007055,0.0,0.0,1.9,0.5,0.0
63,2.73684845,0.85448264,-4.59043516,0.0,0.0,1.9,0.8,0.0
64,3.58464658,1.03591508,-5.07335056,0.0,0.0,1.9,1.1,0.0
65,0.60166774,0.45478057,-4.33481352,0.0,0.0,2.0,0.0,0.0
66,0.7506413,1.06077812,-4.47078171,0.0,0.0,2.0,0.0,0.2
67,0.96849802,1.94877811,-4.81425873,0.0,0.0,2.0,0.0,0.5
68,1.17128208,2.89913441,-5.30009697,0.0,0.0,2.0,0.0,0.8
69,1.37175714,3.8347873,-5.85498138,0.0,0.0,2.0,0.0,1.1
70,1.21717588,0.58160974,-4.47021184,0.0,0.0,2.0,0.2,0.0
71,2.09081158,0.76962108,-4.88479294,0.0,0.0,2.0,0.5,0.0
72,2.97182838,0.98291929,-5.40881306,0.0,0.0,2.0,0.8,0.0
73,3.91442307,1.21379446,-6.09579038,0.0,0.0,2.0,1.1,0.0
74,-0.00396167,0.00778453,-0.01200873,0.0,4.0,0.0,0.0,0.0
75,0.06352034,0.06140675,-0.80838122,0.0,4.0,1.3,0.0,0.0
76,0.1284835,0.50106253,-0.87743229,0.0,4.0,1.3,0.0,0.2
77,0.16496706,0.88807428,-1.00711365,0.0,4.0,1.3,0.0,0.5
78,0.14911974,1.06136064,-1.13640219,0.0,4.0,1.3,0.0,0.8
79,0.13556244,1.19381389,-1.25970552,0.0,4.0,1.3,0.0,1.1
80,0.53620984,0.13189339,-0.91653077,0.0,4.0,1.3,0.2,0.0
81,1.01397562,0.19082511,-1.0837345,0.0,4.0,1.3,0.5,0.0
82,1.1723163,0.17149031,-1.23038375,0.0,4.0,1.3,0.8,0.0
83,1.33117878,0.15379891,-1.38327484,0.0,4.0,1.3,1.1,0.0
84,0.16962868,0.13539116,-1.60369397,0.0,4.0,1.4,0.0,0.0
85,0.27574352,0.71106129,-1.70190965,0.0,4.0,1.4,0.0,0.2
86,0.40565946,1.47362058,-1.93469017,0.0,4.0,1.4,0.0,0.5
87,0.52691153,2.10050453,-2.19411836,0.0,4.0,1.4,0.0,0.8
88,0.62086714,2.56833851,-2.50604725,0.0,4.0,1.4,0.0,1.1
89,0.77181012,0.23323957,-1.77128769,0.0,4.0,1.4,0.2,0.0
90,1.53736707,0.35509631,-2.10968389,0.0,4.0,1.4,0.5,0.0
91,2.23910778,0.46708523,-2.38958002,0.0,4.0,1.4,0.8,0.0
92,2.69750531,0.49806978,-2.621401,0.0,4.0,1.4,1.1,0.0
93,0.33038995,0.24138984,-2.70236675,0.0,4.0,1.5,0.0,0.0
94,0.4650384,0.93705256,-2.83413199,0.0,4.0,1.5,0.0,0.2
95,0.65339171,1.88450604,-3.14023347,0.0,4.0,1.5,0.0,0.5
96,0.84556663,2.71091614,-3.50744001,0.0,4.0,1.5,0.0,0.8
97,1.00926165,3.52899376,-4.03966458,0.0,4.0,1.5,0.0,1.1
98,1.02831118,0.36305715,-2.93022587,0.0,4.0,1.5,0.2,0.0
99,1.94737558,0.5444954,-3.39414453,0.0,4.0,1.5,0.5,0.0
100,2.86641418,0.71743856,-3.90625394,0.0,4.0,1.5,0.8,0.0
101,3.80459212,0.85913124,-4.2890363,0.0,4.0,1.5,1.1,0.0
102,0.51639779,0.37806252,-3.99623236,0.0,4.0,1.6,0.0,0.0
103,0.67382271,1.14044438,-4.13716017,0.0,4.0,1.6,0.0,0.2
104,0.90691458,2.23213591,-4.49629247,0.0,4.0,1.6,0.0,0.5
105,1.10421676,3.22002541,-4.81852562,0.0,4.0,1.6,0.0,0.8
106,1.22258222,4.08415536,-5.23425557,0.0,4.0,1.6,0.0,1.1
107,1.27584134,0.51985851,-4.20053289,0.0,4.0,1.6,0.2,0.0
108,2.30152016,0.71987013,-4.7214112,0.0,4.0,1.6,0.5,0.0
109,3.24777663,0.89221408,-5.051394,0.0,4.0,1.6,0.8,0.0
110,4.29073637,1.06087325,-5.50568565,0.0,4.0,1.6,1.1,0.0
111,0.65027768,0.48470059,-5.00537648,0.0,4.0,1.7,0.0,0.0
112,0.82346159,1.27666311,-5.0972429,0.0,4.0,1.7,0.0,0.2
113,1.07513152,2.44940664,-5.49628547,0.0,4.0,1.7,0.0,0.5
114,1.28363562,3.61182578,-6.08467353,0.0,4.0,1.7,0.0,0.8
115,1.46223917,4.69898936,-6.83104657,0.0,4.0,1.7,0.0,1.1
116,1.45205798,0.62741304,-5.14628104,0.0,4.0,1.7,0.2,0.0
117,2.55141668,0.84601114,-5.70565892,0.0,4.0,1.7,0.5,0.0
118,3.62890521,1.0765467,-6.43510525,0.0,4.0,1.7,0.8,0.0
119,4.73724802,1.32743099,-7.10957896,0.0,4.0,1.7,1.1,0.0
120,0.83580348,0.63163071,-6.37980021,0.0,4.0,1.8,0.0,0.0
121,1.02605474,1.4740348,-6.5247804,0.0,4.0,1.8,0.0,0.2
122,1.27523981,2.76707981,-7.03757395,0.0,4.0,1.8,0.0,0.5
123,1.49503894,4.05751119,-7.73832169,0.0,4.0,1.8,0.0,0.8
124,1.71005222,5.31921209,-8.57156279,0.0,4.0,1.8,0.0,1.1
125,1.6830343,0.79244789,-6.56722035,0.0,4.0,1.8,0.2,0.0
126,2.86572814,1.03720211,-7.14872364,0.0,4.0,1.8,0.5,0.0
127,4.02710278,1.29634036,-7.90109091,0.0,4.0,1.8,0.8,0.0
128,5.20407328,1.57239496,-8.78889219,0.0,4.0,1.8,1.1,0.0
129,1.02919914,0.81052903,-7.99686605,0.0,4.0,1.9,0.0,0.0
130,1.22535388,1.70842029,-8.18312281,0.0,4.0,1.9,0.0,0.2
131,1.45890101,3.11864654,-8.78385566,0.0,4.0,1.9,0.0,0.5
132,1.69871488,4.50848086,-9.52958725,0.0,4.0,1.9,0.0,0.8
133,1.94955595,5.87339035,-10.41658258,0.0,4.0,1.9,0.0,1.1
134,1.90882795,0.98380003,-8.1683339,0.0,4.0,1.9,0.2,0.0
135,3.1655789,1.24830344,-8.71110508,0.0,4.0,1.9,0.5,0.0
136,4.41351305,1.53137636,-9.50448764,0.0,4.0,1.9,0.8,0.0
137,5.65548748,1.82830401,-10.39689943,0.0,4.0,1.9,1.1,0.0
138,1.19690368,1.00252792,-9.66588157,0.0,4.0,2.0,0.0,0.0
139,1.3820951,1.97199086,-9.88913927,0.0,4.0,2.0,0.0,0.2
140,1.63205888,3.47141247,-10.56534198,0.0,4.0,2.0,0.0,0.5
141,1.89275874,4.94171107,-11.3399898,0.0,4.0,2.0,0.0,0.8
142,2.16964786,6.38846998,-12.24623535,0.0,4.0,2.0,0.0,1.1
143,2.12488483,1.19640331,-9.81547513,0.0,4.0,2.0,0.2,0.0
144,3.45641411,1.47511443,-10.34769533,0.0,4.0,2.0,0.5,0.0
145,4.769896,1.77839274,-11.13095824,0.0,4.0,2.0,0.8,0.0
146,6.08750376,2.09991934,-12.02439193,0.0,4.0,2.0,1.1,0.0
147,0.00168733,0.01072219,-0.02142315,0.0,8.0,0.0,0.0,0.0
148,0.18460718,0.14315439,-2.14365216,0.0,8.0,1.3,0.0,0.0
149,0.28479336,0.81818297,-2.24727322,0.0,8.0,1.3,0.0,0.2
150,0.40435352,1.68209838,-2.4566115,0.0,8.0,1.3,0.0,0.5
151,0.50326423,2.32145765,-2.64574046,0.0,8.0,1.3,0.0,0.8
152,0.50160613,2.70251168,-2.93077934,0.0,8.0,1.3,0.0,1.1
153,0.88774002,0.24427712,-2.38184337,0.0,8.0,1.3,0.2,0.0
154,1.75333283,0.36414985,-2.73635159,0.0,8.0,1.3,0.5,0.0
155,2.56203573,0.45980859,-3.01956837,0.0,8.0,1.3,0.8,0.0
156,3.09245442,0.46792141,-3.20617529,0.0,8.0,1.3,1.1,0.0
157,0.3740481,0.25710227,-3.59760272,0.0,8.0,1.4,0.0,0.0
158,0.51152222,1.06258379,-3.72346613,0.0,8.0,1.4,0.0,0.2
159,0.69905754,2.13520235,-4.00353177,0.0,8.0,1.4,0.0,0.5
160,0.8530732,3.07135956,-4.36441695,0.0,8.0,1.4,0.0,0.8
161,0.91281286,3.95419763,-4.88690969,0.0,8.0,1.4,0.0,1.1
162,1.17285962,0.38682658,-3.83679877,0.0,8.0,1.4,0.2,0.0
163,2.20386922,0.54676681,-4.34589269,0.0,8.0,1.4,0.5,0.0
164,3.23444146,0.68797958,-4.82612564,0.0,8.0,1.4,0.8,0.0
165,4.23153498,0.77194749,-5.04352642,0.0,8.0,1.4,1.1,0.0
166,0.54462208,0.3795336,-4.95033344,0.0,8.0,1.5,0.0,0.0
167,0.69500598,1.23883975,-4.9835642,0.0,8.0,1.5,0.0,0.2
168,0.90741906,2.4237427,-5.28368517,0.0,8.0,1.5,0.0,0.5
169,1.04456213,3.54485156,-5.75737461,0.0,8.0,1.5,0.0,0.8
170,1.13333326,4.55653562,-6.44507701,0.0,8.0,1.5,0.0,1.1
171,1.40638642,0.50619504,-5.08895285,0.0,8.0,1.5,0.2,0.0
172,2.54457062,0.68433307,-5.66335922,0.0,8.0,1.5,0.5,0.0
173,3.66202824,0.87161371,-6.38414452,0.0,8.0,1.5,0.8,0.0
174,4.88254654,1.01324046,-6.84507748,0.0,8.0,1.5,1.1,0.0
175,0.77363163,0.52869786,-6.74533388,0.0,8.0,1.6,0.0,0.0
176,0.95373891,1.47968923,-6.85199744,0.0,8.0,1.6,0.0,0.2
177,1.15364515,2.85936817,-7.30535836,0.0,8.0,1.6,0.0,0.5
178,1.28983774,4.17848244,-7.89938961,0.0,8.0,1.6,0.0,0.8
179,1.38920576,5.29348224,-8.65089918,0.0,8.0,1.6,0.0,1.1
180,1.70459418,0.68983101,-6.98285386,0.0,8.0,1.6,0.2,0.0
181,2.96475596,0.91010211,-7.58407396,0.0,8.0,1.6,0.5,0.0
182,4.19932669,1.13037676,-8.45520884,0.0,8.0,1.6,0.8,0.0
183,5.51378498,1.33955655,-9.25940745,0.0,8.0,1.6,1.1,0.0
184,1.00415004,0.71409041,-8.84864633,0.0,8.0,1.7,0.0,0.0
185,1.1888639,1.75215291,-9.00092079,0.0,8.0,1.7,0.0,0.2
186,1.36958118,3.33399298,-9.59520034,0.0,8.0,1.7,0.0,0.5
187,1.53030902,4.81205815,-10.21966702,0.0,8.0,1.7,0.0,0.8
188,1.67032957,6.09782561,-11.04765551,0.0,8.0,1.7,0.0,1.1
189,2.00579246,0.88496451,-9.05176707,0.0,8.0,1.7,0.2,0.0
190,3.40134195,1.12589395,-9.6392865,0.0,8.0,1.7,0.5,0.0
191,4.73683097,1.37703253,-10.53442443,0.0,8.0,1.7,0.8,0.0
192,6.0779214,1.63781681,-11.56627917,0.0,8.0,1.7,1.1,0.0
193,1.21560505,0.92856748,-11.13732623,0.0,8.0,1.8,0.0,0.0
194,1.37173506,2.08010485,-11.36956741,0.0,8.0,1.8,0.0,0.2
195,1.57026077,3.79045199,-12.00717949,0.0,8.0,1.8,0.0,0.5
196,1.76503771,5.3955234,-12.68353469,0.0,8.0,1.8,0.0,0.8
197,1.90383308,6.7277942,-13.46930746,0.0,8.0,1.8,0.0,1.1
198,2.27902268,1.12882571,-11.27880529,0.0,8.0,1.8,0.2,0.0
199,3.79001947,1.38032681,-11.86591717,0.0,8.0,1.8,0.5,0.0
200,5.22773706,1.66133735,-12.74719384,0.0,8.0,1.8,0.8,0.0
201,6.6595668,1.9380194,-13.80909769,0.0,8.0,1.8,1.1,0.0
202,1.39587466,1.21356599,-13.6345117,0.0,8.0,1.9,0.0,0.0
203,1.5546857,2.43130862,-13.85894814,0.0,8.0,1.9,0.0,0.2
204,1.77843153,4.23319746,-14.53893462,0.0,8.0,1.9,0.0,0.5
205,1.994408,5.95094652,-15.22295516,0.0,8.0,1.9,0.0,0.8
206,2.18131955,7.45540847,-16.07669248,0.0,8.0,1.9,0.0,1.1
207,2.54838544,1.41369286,-13.73521728,0.0,8.0,1.9,0.2,0.0
208,4.18919078,1.66341311,-14.24291159,0.0,8.0,1.9,0.5,0.0
209,5.74179529,1.95714604,-15.12002587,0.0,8.0,1.9,0.8,0.0
210,7.28802984,2.24224283,-16.21567777,0.0,8.0,1.9,1.1,0.0
211,1.6076021,1.51683175,-16.1845751,0.0,8.0,2.0,0.0,0.0
212,1.77518789,2.77364476,-16.46491701,0.0,8.0,2.0,0.0,0.2
213,2.01213264,4.6590261,-17.21876314,0.0,8.0,2.0,0.0,0.5
214,2.25153125,6.47280691,-17.9495596,0.0,8.0,2.0,0.0,0.8
215,2.45360988,8.06838117,-18.7809785,0.0,8.0,2.0,0.0,1.1
216,2.79354665,1.72965625,-16.37845011,0.0,8.0,2.0,0.2,0.0
217,4.54923484,1.96157615,-16.97143477,0.0,8.0,2.0,0.5,0.0
218,6.23144138,2.25123391,-17.78992844,0.0,8.0,2.0,0.8,0.0
219,7.90531878,2.5791649,-18.94143091,0.0,8.0,2.0,1.1,0.0
220,0.0146715,-0.00165903,-0.02772048,0.0,12.0,0.0,0.0,0.0
221,0.26717113,0.09899766,-2.99187304,0.0,12.0,1.3,0.0,0.0
222,0.33776175,0.85906811,-2.99235326,0.0,12.0,1.3,0.0,0.2
223,0.43246,1.80493352,-3.08080215,0.0,12.0,1.3,0.0,0.5
224,0.47285374,2.57946224,-3.32838088,0.0,12.0,1.3,0.0,0.8
225,0.44674659,3.17107894,-3.65820227,0.0,12.0,1.3,0.0,1.1
226,1.0657722,0.17377651,-3.28622694,0.0,12.0,1.3,0.2,0.0
227,1.9979564,0.25854228,-3.74302461,0.0,12.0,1.3,0.5,0.0
228,2.92028288,0.33584324,-4.19141159,0.0,12.0,1.3,0.8,0.0
229,3.72463409,0.33642074,-4.33029786,0.0,12.0,1.3,1.1,0.0
230,0.50055259,0.18641605,-4.75870609,0.0,12.0,1.4,0.0,0.0
231,0.61581373,1.06817911,-4.73859453,0.0,12.0,1.4,0.0,0.2
232,0.74611946,2.22300086,-4.91365966,0.0,12.0,1.4,0.0,0.5
233,0.75924046,3.30069661,-5.31286046,0.0,12.0,1.4,0.0,0.8
234,0.76892182,4.1369564,-5.56800113,0.0,12.0,1.4,0.0,1.1
235,1.40058305,0.29066347,-5.08139034,0.0,12.0,1.4,0.2,0.0
236,2.48641136,0.38873055,-5.42264159,0.0,12.0,1.4,0.5,0.0
237,3.52669858,0.50054763,-6.01128739,0.0,12.0,1.4,0.8,0.0
238,4.61853782,0.54364531,-6.26564037,0.0,12.0,1.4,1.1,0.0
239,0.70584866,0.27366395,-6.43352949,0.0,12.0,1.5,0.0,0.0
240,0.84364404,1.2279082,-6.39712731,0.0,12.0,1.5,0.0,0.2
241,0.93618926,2.60557752,-6.71404081,0.0,12.0,1.5,0.0,0.5
242,0.98381093,3.88407871,-7.3019451,0.0,12.0,1.5,0.0,0.8
243,1.01358096,4.94936716,-7.94247036,0.0,12.0,1.5,0.0,1.1
244,1.6705114,0.39425403,-6.69334065,0.0,12.0,1.5,0.2,0.0
245,2.93298422,0.53192399,-7.36841277,0.0,12.0,1.5,0.5,0.0
246,4.12606928,0.68122311,-8.22686437,0.0,12.0,1.5,0.8,0.0
247,5.41817878,0.79181883,-8.85754074,0.0,12.0,1.5,1.1,0.0
248,0.96107061,0.40065424,-8.75129077,0.0,12.0,1.6,0.0,0.0
249,1.07145572,1.48699086,-8.74512677,0.0,12.0,1.6,0.0,0.2
250,1.15569779,3.05795469,-9.18241217,0.0,12.0,1.6,0.0,0.5
251,1.22710596,4.51572069,-9.7831506,0.0,12.0,1.6,0.0,0.8
252,1.27281912,5.69309344,-10.5642662,0.0,12.0,1.6,0.0,1.1
253,1.98728911,0.5406131,-8.96062101,0.0,12.0,1.6,0.2,0.0
254,3.39328666,0.70957281,-9.55834494,0.0,12.0,1.6,0.5,0.0
255,4.71526043,0.88443738,-10.49977692,0.0,12.0,1.6,0.8,0.0
256,6.06401882,1.05177123,-11.53393807,0.0,12.0,1.6,1.1,0.0
257,1.15450891,0.58211979,-11.37064558,0.0,12.0,1.7,0.0,0.0
258,1.24383066,1.80191093,-11.45782847,0.0,12.0,1.7,0.0,0.2
259,1.34315372,3.52262978,-11.90133773,0.0,12.0,1.7,0.0,0.5
260,1.44905496,5.13208369,-12.552865,0.0,12.0,1.7,0.0,0.8
261,1.51366869,6.43888867,-13.35632332,0.0,12.0,1.7,0.0,1.1
262,2.2970248,0.72843032,-11.52142307,0.0,12.0,1.7,0.2,0.0
263,3.86184178,0.91097001,-12.09622493,0.0,12.0,1.7,0.5,0.0
264,5.33090127,1.11803438,-13.04222358,0.0,12.0,1.7,0.8,0.0
265,6.78176258,1.31874299,-14.1959209,0.0,12.0,1.7,1.1,0.0
266,1.34224159,0.84184169,-14.30086409,0.0,12.0,1.8,0.0,0.0
267,1.44046178,2.13763451,-14.3608962,0.0,12.0,1.8,0.0,0.2
268,1.56301616,3.9864176,-14.85205636,0.0,12.0,1.8,0.0,0.5
269,1.69383778,5.73968491,-15.51210472,0.0,12.0,1.8,0.0,0.8
270,1.79547146,7.17565127,-16.31211377,0.0,12.0,1.8,0.0,1.1
271,2.58554162,1.0049801,-14.44478065,0.0,12.0,1.8,0.2,0.0
272,4.33968277,1.15784785,-14.89527493,0.0,12.0,1.8,0.5,0.0
273,5.96560978,1.37535896,-15.83865277,0.0,12.0,1.8,0.8,0.0
274,7.55998915,1.59508611,-17.03569177,0.0,12.0,1.8,1.1,0.0
275,1.53700474,1.13291043,-17.55343763,0.0,12.0,1.9,0.0,0.0
276,1.65230536,2.50406686,-17.59210265,0.0,12.0,1.9,0.0,0.2
277,1.80263481,4.46839136,-18.09249774,0.0,12.0,1.9,0.0,0.5
278,1.95775442,6.34289894,-18.77352317,0.0,12.0,1.9,0.0,0.8
279,2.08239138,7.89775806,-19.55096285,0.0,12.0,1.9,0.0,1.1
280,2.84178962,1.31208141,-17.67369453,0.0,12.0,1.9,0.2,0.0
281,4.72719299,1.46909646,-18.10917529,0.0,12.0,1.9,0.5,0.0
282,6.56782514,1.6467703,-18.93301229,0.0,12.0,1.9,0.8,0.0
283,8.30231026,1.88105395,-20.08742782,0.0,12.0,1.9,1.1,0.0
284,1.7496592,1.43421261,-20.79408989,0.0,12.0,2.0,0.0,0.0
285,1.8761981,2.85188594,-20.81952743,0.0,12.0,2.0,0.0,0.2
286,2.04445198,4.90905222,-21.3539183,0.0,12.0,2.0,0.0,0.5
287,2.22234258,6.87912999,-22.03411387,0.0,12.0,2.0,0.0,0.8
288,2.37796815,8.52438737,-22.77786257,0.0,12.0,2.0,0.0,1.1
289,3.10072034,1.60803921,-20.91438941,0.0,12.0,2.0,0.2,0.0
290,5.10134968,1.78451877,-21.5070906,0.0,12.0,2.0,0.5,0.0
291,7.0986215,1.94767086,-22.25996407,0.0,12.0,2.0,0.8,0.0
292,9.01721694,2.1781846,-23.38888147,0.0,12.0,2.0,1.1,0.0
293,0.01594789,-0.00239904,-0.0246904,0.0,16.0,0.0,0.0,0.0
294,0.22441616,0.01543071,-2.58540657,0.0,16.0,1.3,0.0,0.0
295,0.23612155,0.74792183,-2.46101612,0.0,16.0,1.3,0.0,0.2
296,0.27378272,1.55948339,-2.4387345,0.0,16.0,1.3,0.0,0.5
297,0.25947494,2.14591751,-2.6464739,0.0,16.0,1.3,0.0,0.8
298,0.2096217,2.49265259,-2.86559992,0.0,16.0,1.3,0.0,1.1
299,0.99743204,0.04328372,-2.8899927,0.0,16.0,1.3,0.2,0.0
300,1.9090285,0.07441841,-3.32267621,0.0,16.0,1.3,0.5,0.0
301,2.78842117,0.09967169,-3.77761517,0.0,16.0,1.3,0.8,0.0
302,3.45939514,0.05867723,-3.87806662,0.0,16.0,1.3,1.1,0.0
303,0.44973484,0.04507507,-4.35887493,0.0,16.0,1.4,0.0,0.0
304,0.49222177,0.90290328,-4.15780992,0.0,16.0,1.4,0.0,0.2
305,0.53470338,2.00509749,-4.25154961,0.0,16.0,1.4,0.0,0.5
306,0.5479131,3.05073069,-4.7416327,0.0,16.0,1.4,0.0,0.8
307,0.56065977,3.95842215,-5.06598548,0.0,16.0,1.4,0.0,1.1
308,1.3291065,0.10047796,-4.64482293,0.0,16.0,1.4,0.2,0.0
309,2.44680886,0.14283241,-5.2050652,0.0,16.0,1.4,0.5,0.0
310,3.45705802,0.18967761,-5.60769007,0.0,16.0,1.4,0.8,0.0
311,4.5114645,0.17243606,-5.81912564,0.0,16.0,1.4,1.1,0.0
312,0.64744234,0.07528763,-5.94730524,0.0,16.0,1.5,0.0,0.0
313,0.70117228,1.01897767,-5.72208033,0.0,16.0,1.5,0.0,0.2
314,0.70424018,2.33014549,-5.94907794,0.0,16.0,1.5,0.0,0.5
315,0.7307061,3.52520112,-6.56839965,0.0,16.0,1.5,0.0,0.8
316,0.76876113,4.65055685,-7.06939533,0.0,16.0,1.5,0.0,1.1
317,1.60862299,0.14739039,-6.24081452,0.0,16.0,1.5,0.2,0.0
318,2.8627177,0.21270524,-6.95933066,0.0,16.0,1.5,0.5,0.0
319,4.06353698,0.28945391,-7.87535821,0.0,16.0,1.5,0.8,0.0
320,5.40022787,0.33820317,-8.65818327,0.0,16.0,1.5,1.1,0.0
321,0.90787225,0.1245704,-8.38748928,0.0,16.0,1.6,0.0,0.0
322,0.90085288,1.2444747,-8.24662079,0.0,16.0,1.6,0.0,0.2
323,0.90920845,2.75328005,-8.49462813,0.0,16.0,1.6,0.0,0.5
324,0.97687528,4.13019387,-9.23532036,0.0,16.0,1.6,0.0,0.8
325,1.01446233,5.33298571,-9.93656845,0.0,16.0,1.6,0.0,1.1
326,1.99679182,0.22611534,-8.73399958,0.0,16.0,1.6,0.2,0.0
327,3.43881258,0.32546353,-9.47316681,0.0,16.0,1.6,0.5,0.0
328,4.77621333,0.43514424,-10.47510696,0.0,16.0,1.6,0.8,0.0
329,6.15674698,0.51932924,-11.61403493,0.0,16.0,1.6,1.1,0.0
330,1.11318144,0.27415725,-11.41147918,0.0,16.0,1.7,0.0,0.0
331,1.10443438,1.51940981,-11.24251821,0.0,16.0,1.7,0.0,0.2
332,1.12409442,3.19645075,-11.50247467,0.0,16.0,1.7,0.0,0.5
333,1.22013613,4.73760463,-12.26929574,0.0,16.0,1.7,0.0,0.8
334,1.27114496,6.03200282,-13.10259383,0.0,16.0,1.7,0.0,1.1
335,2.30679098,0.3700772,-11.6273945,0.0,16.0,1.7,0.2,0.0
336,3.9527038,0.45125556,-12.25833064,0.0,16.0,1.7,0.5,0.0
337,5.42573258,0.57380703,-13.15128334,0.0,16.0,1.7,0.8,0.0
338,6.94766474,0.70534818,-14.52004406,0.0,16.0,1.7,1.1,0.0
339,1.2991261,0.45590309,-14.71203704,0.0,16.0,1.8,0.0,0.0
